ぃぐすり,40,ごうけつ,180,41,141,23,40
あぼちし,40,ごうけつ,186,46,127,30,53
ちいにぺ,40,ごうけつ,191,46,123,34,35
ふうどぉ,40,ごうけつ,175,45,153,29,62
ろぺいず,40,ごうけつ,177,45,124,26,56
へきるぶ,40,ごうけつ,192,36,135,32,48
づべうあ,40,ごうけつ,208,37,135,21,50
やげとぷ,40,ごうけつ,172,39,129,30,54
つねえぉ,40,ごうけつ,156,34,111,34,58
ぴりよへ,40,ごうけつ,179,41,150,43,58
でふづご,40,ごうけつ,180,39,151,41,55
ぶすしゅ,40,ごうけつ,174,48,142,22,46
ふゐゐゅ,40,ごうけつ,146,39,137,27,58
ざおぼご,40,ごうけつ,157,38,136,26,51
うっぢぽ,40,ごうけつ,170,38,152,30,49
ぷたふお,40,ごうけつ,186,43,142,33,39
しにぇゐ,40,ごうけつ,190,38,133,30,41
ねよいは,40,ごうけつ,199,44,134,27,57
ゅせげゐ,40,ごうけつ,209,42,125,29,52
そゐばな,40,ごうけつ,161,42,130,36,58
ぱじらま,40,ごうけつ,172,39,104,32,51
はよてゑ,40,ごうけつ,128,41,134,35,50
ぺをちあ,40,ごうけつ,150,41,128,37,45
ろょぃで,40,ごうけつ,178,41,162,34,50
たとゑゐ,40,ごうけつ,177,39,133,32,50
ゑらをさ,40,ごうけつ,178,49,126,34,40
ぼぷずる,40,ごうけつ,208,48,156,28,56
ぼだみづ,40,ごうけつ,173,43,116,35,47
とおなべ,40,ごうけつ,211,38,150,31,50
じつぞっ,40,ごうけつ,175,39,164,31,49
とぱらは,40,ごうけつ,180,46,164,25,45
ゆりぐご,40,ごうけつ,162,38,143,33,59
らちだぬ,40,ごうけつ,185,44,157,23,55
ぞえづや,40,ごうけつ,170,40,137,29,47
ねぁそぢ,40,ごうけつ,179,39,123,39,57
ぞのまぢ,40,ごうけつ,181,39,150,33,42
ぐををせ,40,ごうけつ,181,41,136,35,64
さぶぺへ,40,ごうけつ,175,42,138,28,50
ぱょらみ,40,ごうけつ,182,45,145,26,43
くぺやざ,40,ごうけつ,182,41,129,33,46
ょねょじ,40,ごうけつ,177,39,134,34,48
ぐもらを,40,ごうけつ,147,41,135,39,57
ずどねだ,40,ごうけつ,196,41,132,37,54
ごねっし,40,ごうけつ,167,40,149,25,47
あづゎひ,40,ごうけつ,175,43,132,30,58
つかべに,40,ごうけつ,197,43,132,32,50
ぁぐかけ,40,ごうけつ,152,37,147,36,45
れうずぱ,40,ごうけつ,202,43,149,37,54
っじぐく,40,ごうけつ,177,38,125,40,45
せぶぞぎ,40,ごうけつ,199,47,157,36,38
くえゎず,40,ごうけつ,205,38,118,40,49
けふづれ,40,ごうけつ,172,42,162,33,37
ぱけぶぬ,40,ごうけつ,170,35,145,23,49
っわきを,40,ごうけつ,155,48,122,34,43
ぴべあゎ,40,ごうけつ,179,43,158,32,51
ぴゐゅぁ,40,ごうけつ,195,34,154,36,51
ぇだじひ,40,ごうけつ,176,43,146,34,48
ぉぎぁう,40,ごうけつ,183,38,135,28,37
ほむれす,40,ごうけつ,196,36,121,40,46
ゆえぺい,40,ごうけつ,177,45,175,29,52
ろふぞご,40,ごうけつ,168,37,147,31,57
ねしつぁ,40,ごうけつ,170,42,157,27,51
あぽもぺ,40,ごうけつ,191,40,151,31,41
らあばぎ,40,ごうけつ,202,42,125,33,45
まもぷが,40,ごうけつ,161,35,132,30,45
すづでに,40,ごうけつ,176,44,118,35,56
わぴめゆ,40,ごうけつ,154,40,126,34,58
ごっすき,40,ごうけつ,190,35,154,34,58
まべぱぐ,40,ごうけつ,183,37,131,33,43
ゎつふづ,40,ごうけつ,163,38,125,34,49
ばびゆつ,40,ごうけつ,141,37,151,35,49
ぶぎとぱ,40,ごうけつ,196,41,142,22,54
ひわゃぢ,40,ごうけつ,189,37,129,35,59
ょさよゅ,40,ごうけつ,203,36,129,30,53
あだびぬ,40,ごうけつ,170,41,142,35,47
ぜぬらび,40,ごうけつ,185,44,111,30,42
らもべて,40,ごうけつ,165,40,143,23,51
べごぉず,40,ごうけつ,201,33,136,38,56
らこやぺ,40,ごうけつ,161,47,126,32,47
よぎびう,40,ごうけつ,156,39,166,33,38
せぢかて,40,ごうけつ,184,42,158,33,58
づちへぎ,40,ごうけつ,192,43,153,32,47
しゐりれ,40,ごうけつ,199,38,139,30,54
つぃをご,40,ごうけつ,173,37,129,29,48
ゃりぺぎ,40,らんぼうもの,164,53,120,30,48
てゃぜゃ,40,らんぼうもの,130,47,116,16,46
ざをぺぽ,40,らんぼうもの,146,65,105,23,51
れにがゐ,40,らんぼうもの,137,51,129,15,48
やみなば,40,らんぼうもの,153,55,110,20,56
めぇきぼ,40,らんぼうもの,133,59,117,21,51
ぶうさふ,40,らんぼうもの,154,59,113,22,45
めくぷい,40,らんぼうもの,138,54,134,16,44
きへぜぢ,40,らんぼうもの,148,50,117,23,55
ぬふぞほ,40,らんぼうもの,145,45,142,16,58
ぎがでれ,40,らんぼうもの,149,52,95,19,48
ばょゅな,40,らんぼうもの,157,57,122,21,50
ひでぁべ,40,らんぼうもの,158,44,149,19,42
ぬびちべ,40,らんぼうもの,144,53,130,24,50
でべたほ,40,らんぼうもの,132,59,118,18,52
ずねくぺ,40,らんぼうもの,167,52,121,18,55
たばこて,40,らんぼうもの,135,56,115,24,50
えぎぱみ,40,らんぼうもの,147,54,118,23,49
ぇゑゃぜ,40,らんぼうもの,148,60,128,21,55
をいげぱ,40,らんぼうもの,149,58,121,15,72
をはるも,40,らんぼうもの,168,53,131,20,57
ぷひぴこ,40,らんぼうもの,147,56,136,22,54
なぽぽち,40,らんぼうもの,138,46,113,20,50
づゐたぼ,40,らんぼうもの,149,68,120,22,56
そどざむ,40,らんぼうもの,141,48,121,19,49
づまゅじ,40,らんぼうもの,156,52,139,21,51
よほょぇ,40,らんぼうもの,168,54,130,17,52
ぐるゅを,40,らんぼうもの,155,61,136,18,44
もぷだす,40,らんぼうもの,151,55,136,24,50
ぢょぞね,40,らんぼうもの,138,48,133,25,59
ぱけぐし,40,らんぼうもの,177,55,112,24,43
ろにわぴ,40,らんぼうもの,167,53,120,15,40
ぶみげむ,40,らんぼうもの,131,49,133,22,55
すよぇう,40,らんぼうもの,182,53,134,19,55
すつげつ,40,らんぼうもの,142,58,121,20,52
ばがすが,40,らんぼうもの,171,50,95,20,58
へゆぉぉ,40,らんぼうもの,159,47,104,22,40
ごすぷば,40,らんぼうもの,141,55,123,22,41
うりゃほ,40,らんぼうもの,141,55,133,30,45
とねいゃ,40,らんぼうもの,149,52,118,21,50
ゅばらぢ,40,らんぼうもの,182,44,122,12,48
せごたう,40,らんぼうもの,178,55,115,23,50
ぁごてつ,40,らんぼうもの,155,56,112,19,49
ごぬねれ,40,らんぼうもの,99,60,117,26,44
でろげゅ,40,らんぼうもの,160,55,124,19,49
ゐぶぞえ,40,らんぼうもの,160,59,133,21,48
ぼごへだ,40,らんぼうもの,143,59,116,18,44
にぱわょ,40,らんぼうもの,174,59,127,21,39
ょふぶそ,40,らんぼうもの,159,55,145,21,56
ぐびぉさ,40,らんぼうもの,147,59,133,16,46
せづふお,40,らんぼうもの,152,56,127,26,52
きぞょじ,40,らんぼうもの,167,57,131,18,48
ぞぺとお,40,らんぼうもの,117,50,117,17,38
のそぐれ,40,らんぼうもの,134,47,107,16,47
えだびよ,40,らんぼうもの,157,49,117,25,57
ざろゃね,40,らんぼうもの,168,52,115,16,55
はざぱよ,40,らんぼうもの,134,53,127,25,51
ぇぜろむ,40,らんぼうもの,139,46,118,22,56
よがむお,40,らんぼうもの,136,54,133,22,46
ねおぅち,40,らんぼうもの,161,56,121,19,43
とをてく,40,らんぼうもの,169,49,124,28,60
どかちお,40,らんぼうもの,133,48,130,17,42
えじほか,40,らんぼうもの,169,52,104,20,60
づぼらぃ,40,らんぼうもの,149,57,135,15,45
ぎえわだ,40,らんぼうもの,142,56,115,21,49
ざっぉみ,40,らんぼうもの,151,44,120,18,58
とれひな,40,らんぼうもの,135,64,115,23,50
ぉゅゑぱ,40,らんぼうもの,158,57,136,17,38
ぷそゐぉ,40,らんぼうもの,132,60,103,22,48
さけむぶ,40,らんぼうもの,149,48,111,26,61
しばりさ,40,らんぼうもの,155,47,121,22,50
ぅぽはつ,40,らんぼうもの,157,52,116,23,54
よゅぎげ,40,らんぼうもの,144,47,103,24,58
てめぅの,40,らんぼうもの,147,52,123,24,41
ぷっざる,40,らんぼうもの,166,59,134,16,44
はぺさゑ,40,らんぼうもの,149,43,139,18,51
とわぼは,40,らんぼうもの,152,49,110,19,53
ょぽぁよ,40,らんぼうもの,179,45,127,17,47
ぐせごち,40,らんぼうもの,165,49,143,21,47
まりなぐ,40,らんぼうもの,152,59,121,22,52
すふげけ,40,らんぼうもの,184,58,124,26,59
ょぐれぼ,40,らんぼうもの,148,53,132,23,45
たしよゅ,40,らんぼうもの,139,55,133,16,46
ぶゅゆよ,40,らんぼうもの,145,55,127,19,46
ぁひすへ,40,らんぼうもの,148,53,118,22,43
すゑりず,40,らんぼうもの,145,51,110,21,47
ほていゃ,40,らんぼうもの,166,61,122,15,56
ぼづでく,40,らんぼうもの,158,58,140,18,51
をあゅぇ,40,らんぼうもの,193,57,128,15,46
つちぷも,40,らんぼうもの,141,47,128,16,48
そへめか,40,らんぼうもの,156,51,120,18,50
ぁぬよゆ,40,らんぼうもの,126,46,104,22,51
っくでぅ,40,らんぼうもの,142,56,133,22,44
さみゑび,40,らんぼうもの,148,55,125,19,47
ぽめぷろ,40,らんぼうもの,140,52,129,20,52
をでうを,40,らんぼうもの,170,47,131,20,55
しぼべあ,40,らんぼうもの,152,54,138,22,50
くぃゎざ,40,らんぼうもの,169,51,130,23,48
ぱせきて,40,らんぼうもの,144,52,110,23,58
ぺごこえ,40,らんぼうもの,157,61,125,25,44
びにぉつ,40,おおぐらい,152,33,164,15,55
ぺうねへ,40,おおぐらい,137,27,156,14,43
ゆさぅが,40,おおぐらい,132,34,159,15,62
きわよぽ,40,おおぐらい,179,33,175,21,53
ばにみろ,40,おおぐらい,158,27,155,12,60
なぢぢえ,40,おおぐらい,124,36,160,12,48
ぜさせみ,40,おおぐらい,153,34,142,16,62
らゅゆね,40,おおぐらい,128,28,133,15,59
ただゎぁ,40,おおぐらい,147,33,140,21,56
ぺがあぅ,40,おおぐらい,159,33,141,16,58
とぽみぶ,40,おおぐらい,162,26,141,21,51
びぬつら,40,おおぐらい,133,39,129,12,52
みほちれ,40,おおぐらい,147,39,155,16,57
ってほた,40,おおぐらい,155,32,142,12,60
とれにゑ,40,おおぐらい,125,28,168,16,65
ぃけぶづ,40,おおぐらい,123,36,174,16,65
へそをし,40,おおぐらい,117,29,180,21,52
ぞらっへ,40,おおぐらい,165,37,137,16,43
たぬわふ,40,おおぐらい,150,36,145,12,59
ほゅずり,40,おおぐらい,142,36,162,20,42
ぇてぼぼ,40,おおぐらい,128,33,153,18,50
ゑはょむ,40,おおぐらい,125,31,184,18,57
ろざゆょ,40,おおぐらい,165,37,130,16,53
ばあづあ,40,おおぐらい,141,35,141,15,51
にいょお,40,おおぐらい,130,33,152,18,49
ひづおゅ,40,おおぐらい,117,30,187,16,57
ぽゎねぱ,40,おおぐらい,148,31,136,17,65
だゑぴき,40,おおぐらい,135,24,155,19,67
むなやゆ,40,おおぐらい,126,27,148,16,54
おさごゎ,40,おおぐらい,140,38,144,15,47
そだすり,40,おおぐらい,149,42,155,16,54
ぉどたり,40,おおぐらい,145,25,158,20,54
ほふまか,40,おおぐらい,133,36,137,16,61
せぢへほ,40,おおぐらい,127,30,149,20,56
ちひひけ,40,おおぐらい,142,32,158,18,63
ぢぢぅぺ,40,おおぐらい,136,34,133,19,66
ふすてみ,40,おおぐらい,144,42,155,20,63
らごなぐ,40,おおぐらい,165,34,167,15,65
せけぼき,40,おおぐらい,144,35,158,20,47
がゃらご,40,おおぐらい,138,32,164,19,62
ずごぱい,40,おおぐらい,144,32,145,18,64
まほざぁ,40,おおぐらい,131,32,162,16,52
にゎせぷ,40,おおぐらい,120,27,142,20,50
ぬづずち,40,おおぐらい,137,36,155,15,65
づぁちぎ,40,おおぐらい,102,39,137,15,64
さまうせ,40,おおぐらい,133,37,107,21,70
っごばむ,40,おおぐらい,127,30,170,17,63
うべみぼ,40,おおぐらい,131,34,145,12,54
ぢらしを,40,おおぐらい,142,34,122,18,55
ゅそふら,40,おおぐらい,147,30,168,16,71
ぺるぉぐ,40,おおぐらい,125,31,133,10,47
しわぬぐ,40,おおぐらい,136,29,138,15,61
めぎぽび,40,おおぐらい,153,34,145,18,66
げぅさふ,40,おおぐらい,142,36,155,16,49
ゅうぶふ,40,おおぐらい,130,38,152,17,62
みひゐげ,40,おおぐらい,158,36,164,15,58
みぶふそ,40,おおぐらい,161,36,181,14,71
ずぽまそ,40,おおぐらい,156,31,157,17,61
ゎつなま,40,おおぐらい,131,30,137,18,76
てよぬの,40,おおぐらい,152,32,173,14,45
ほぶごよ,40,おおぐらい,119,31,136,16,55
ぐみこて,40,おおぐらい,128,35,168,12,67
ずよれせ,40,おおぐらい,133,35,143,12,70
よたぽま,40,おおぐらい,143,28,128,11,80
のぉをる,40,おおぐらい,138,38,151,14,48
ぶひくめ,40,おおぐらい,139,37,159,13,58
をえらつ,40,おおぐらい,149,27,149,23,66
みぇぺで,40,おおぐらい,146,33,151,21,54
ぢでなへ,40,おおぐらい,140,31,162,20,63
ゃちずつ,40,おおぐらい,133,30,166,15,67
のぁをれ,40,おおぐらい,124,37,143,14,67
けぅそゎ,40,おおぐらい,130,34,178,14,59
りしすへ,40,おおぐらい,126,36,163,12,40
ぐしゅゐ,40,おおぐらい,146,29,185,18,59
づせよは,40,おおぐらい,141,28,149,17,46
むぢぅょ,40,おおぐらい,126,33,174,13,56
かゆむぼ,40,おおぐらい,117,36,183,15,62
ゅせつじ,40,おおぐらい,146,30,154,14,47
となぬじ,40,おおぐらい,112,26,151,13,62
おへほぴ,40,おおぐらい,158,35,138,18,65
べをにだ,40,おおぐらい,135,38,164,14,63
ょたぬゃ,40,おおぐらい,132,30,147,19,66
りをひっ,40,おおぐらい,138,41,181,15,55
よあぴま,40,おおぐらい,152,38,150,11,55
うろぼぅ,40,おおぐらい,167,26,156,18,47
ぴかねお,40,おおぐらい,126,31,164,17,52
ぴさゅゅ,40,おおぐらい,125,25,155,20,70
れぃぞこ,40,おおぐらい,162,37,147,16,66
さらしむ,40,おおぐらい,135,35,155,16,54
ごはぷだ,40,おおぐらい,162,37,133,16,59
をすいな,40,おおぐらい,122,40,163,15,60
ぷべたぐ,40,おおぐらい,145,34,160,17,43
すぶけを,40,おおぐらい,147,29,136,17,58
ゆぼずる,40,おおぐらい,123,30,154,12,58
あそぱろ,40,おおぐらい,127,36,141,15,66
ょせてぷ,40,おおぐらい,163,36,157,16,60
ゎせごき,40,おおぐらい,138,27,109,14,64
ぜぎがょ,40,おおぐらい,135,33,150,18,55
ゅぉびわ,40,おおぐらい,144,35,148,15,44
けぇるで,40,おおぐらい,130,26,158,18,68
へのゃば,40,ねっけつかん,172,61,129,46,49
りはゅら,40,ねっけつかん,144,56,121,33,45
やりぬい,40,ねっけつかん,145,68,119,35,43
おゃょろ,40,ねっけつかん,121,61,118,37,48
ゑいせす,40,ねっけつかん,135,62,129,39,43
にぶぁゐ,40,ねっけつかん,149,64,123,30,38
させめう,40,ねっけつかん,131,50,133,37,36
でさゆぼ,40,ねっけつかん,155,72,132,45,45
ょちしだ,40,ねっけつかん,144,56,112,47,34
るわつが,40,ねっけつかん,132,69,146,40,30
しけそせ,40,ねっけつかん,149,66,159,40,30
のれぺじ,40,ねっけつかん,153,70,136,44,44
もれぬざ,40,ねっけつかん,153,76,137,28,46
ごべどす,40,ねっけつかん,151,61,149,30,47
なろばぴ,40,ねっけつかん,142,50,136,43,45
りぬてぱ,40,ねっけつかん,175,65,167,43,39
るとてゅ,40,ねっけつかん,165,58,153,41,40
しゑゃば,40,ねっけつかん,136,57,140,35,36
あろくじ,40,ねっけつかん,151,57,144,40,46
ざとすこ,40,ねっけつかん,141,53,123,39,48
もあぴす,40,ねっけつかん,133,54,177,49,39
あゎぺゃ,40,ねっけつかん,169,53,126,39,45
すよまゅ,40,ねっけつかん,155,49,162,44,40
はえおせ,40,ねっけつかん,162,58,138,41,39
はひげひ,40,ねっけつかん,117,56,134,26,36
つにぉど,40,ねっけつかん,169,76,139,37,41
やふづく,40,ねっけつかん,156,60,121,45,33
ごぞぴよ,40,ねっけつかん,139,58,169,40,45
ずねめほ,40,ねっけつかん,100,57,145,36,56
いをげぴ,40,ねっけつかん,129,62,147,42,46
べせしゐ,40,ねっけつかん,134,66,114,35,45
ぃぁべぱ,40,ねっけつかん,123,62,134,45,34
ぱいほす,40,ねっけつかん,152,57,133,35,38
うゆざみ,40,ねっけつかん,140,65,133,31,55
はいだゑ,40,ねっけつかん,153,65,139,35,43
けびたあ,40,ねっけつかん,132,53,145,33,40
てゑよた,40,ねっけつかん,139,66,149,39,49
おぁちど,40,ねっけつかん,178,51,137,38,41
なかっぱ,40,ねっけつかん,162,63,143,40,47
ねふゃり,40,ねっけつかん,131,64,143,36,39
むぎっき,40,ねっけつかん,131,60,135,37,39
ざぉぃお,40,ねっけつかん,133,70,122,49,42
ざるぢず,40,ねっけつかん,169,66,137,31,36
なゃろね,40,ねっけつかん,141,59,131,44,47
やぽらせ,40,ねっけつかん,154,72,138,48,36
ぱけごけ,40,ねっけつかん,161,64,141,35,36
じねぉほ,40,ねっけつかん,148,67,139,33,45
ふむぼさ,40,ねっけつかん,143,61,130,33,39
ごすのそ,40,ねっけつかん,146,58,156,35,31
ぶぎぱぁ,40,ねっけつかん,168,64,130,25,37
きめだづ,40,ねっけつかん,149,60,146,35,40
みにゆぺ,40,ねっけつかん,142,70,150,42,48
ぬういぽ,40,ねっけつかん,155,69,144,34,29
がどょぎ,40,ねっけつかん,147,61,149,39,40
ょるょず,40,ねっけつかん,138,74,138,45,44
おぬえづ,40,ねっけつかん,119,57,146,34,42
げにそゐ,40,ねっけつかん,156,42,171,44,50
べゃぷげ,40,ねっけつかん,117,50,148,42,32
ゑかぅぱ,40,ねっけつかん,160,53,154,33,45
ぇむふち,40,ねっけつかん,154,72,165,43,39
させむぎ,40,ねっけつかん,137,61,165,35,42
ぃもゃだ,40,ねっけつかん,135,56,126,44,39
ぽざでぜ,40,ねっけつかん,150,67,142,36,42
ぽぉゐめ,40,ねっけつかん,134,64,138,30,40
むこみひ,40,ねっけつかん,130,63,185,33,40
げぃじへ,40,ねっけつかん,131,59,130,37,40
ごみゐひ,40,ねっけつかん,136,62,149,39,45
ぴぉふぼ,40,ねっけつかん,134,60,115,34,53
どらもげ,40,ねっけつかん,160,71,136,45,41
をっびび,40,ねっけつかん,118,66,135,49,40
とごふざ,40,ねっけつかん,181,57,145,42,56
りるりげ,40,ねっけつかん,140,59,111,45,49
らっだて,40,ねっけつかん,152,58,152,42,37
だぁをう,40,ねっけつかん,137,70,125,43,44
ぉゐっゅ,40,ねっけつかん,135,54,149,35,40
もはつぁ,40,ねっけつかん,136,71,148,34,36
ょそぐひ,40,ねっけつかん,139,59,157,42,45
ぜぷそほ,40,ねっけつかん,138,65,114,48,48
ぼがぞず,40,ねっけつかん,138,65,144,33,47
ゎぽぃえ,40,ねっけつかん,146,67,147,38,46
のほろお,40,ねっけつかん,164,69,136,42,37
いぬゆき,40,ねっけつかん,170,57,125,37,44
せぅぬそ,40,ねっけつかん,125,68,124,41,41
をみばぞ,40,ねっけつかん,167,67,130,42,45
ずふぎろ,40,ねっけつかん,155,71,147,42,45
かねよて,40,ねっけつかん,141,64,140,39,36
ぇぴぶい,40,ねっけつかん,138,59,149,39,39
めきづぴ,40,ねっけつかん,139,52,134,40,35
がうしょ,40,ねっけつかん,155,56,118,43,34
りづれみ,40,ねっけつかん,141,71,139,50,40
むぃやふ,40,ねっけつかん,154,60,128,36,44
ゆをずぶ,40,ねっけつかん,149,64,120,44,43
ぉすなえ,40,ねっけつかん,142,60,127,42,43
ほしきに,40,ねっけつかん,143,56,147,35,53
がせせや,40,ねっけつかん,164,68,159,45,29
ぎもにむ,40,ねっけつかん,155,57,127,40,48
ちれちつ,40,ねっけつかん,145,60,142,33,42
ぷおっぼ,40,ねっけつかん,141,60,132,39,41
ぬづこお,40,ねっけつかん,134,59,139,44,39
けへぴり,40,ねっけつかん,147,55,133,40,47
けくぁお,40,いのちしらず,126,66,143,45,64
ぶべこも,40,いのちしらず,125,67,158,48,71
をみなぼ,40,いのちしらず,121,72,154,42,68
もむぺね,40,いのちしらず,129,89,140,44,92
べゅぺへ,40,いのちしらず,139,67,195,55,66
ぺさゆも,40,いのちしらず,112,78,180,42,73
ぢぁこぁ,40,いのちしらず,118,64,157,52,64
ろらひみ,40,いのちしらず,131,86,170,46,67
おとむじ,40,いのちしらず,105,74,161,45,65
へれさひ,40,いのちしらず,118,71,206,33,84
てをわへ,40,いのちしらず,100,62,155,43,77
ぢゐぃろ,40,いのちしらず,122,88,141,41,78
せをげぇ,40,いのちしらず,120,76,193,40,72
くさねぃ,40,いのちしらず,119,95,175,48,62
ほよょま,40,いのちしらず,127,79,151,47,66
こごねは,40,いのちしらず,113,64,175,40,67
なぼよぢ,40,いのちしらず,96,73,162,45,60
つのゑぶ,40,いのちしらず,129,61,150,37,83
もぞなゅ,40,いのちしらず,130,75,139,45,80
えべるげ,40,いのちしらず,112,77,139,43,66
ゆだいい,40,いのちしらず,116,75,172,45,76
まやぴぬ,40,いのちしらず,108,71,135,49,69
へもらゃ,40,いのちしらず,127,67,174,47,88
うくちや,40,いのちしらず,100,70,136,46,72
ろべゆず,40,いのちしらず,113,86,171,52,78
